time,open,high,low,close,tick_volume
2025-06-20 20:21:00,0.64591,0.64594,0.64581,0.64582,18
2025-06-20 20:22:00,0.64582,0.64586,0.64576,0.64577,16
2025-06-20 20:23:00,0.64576,0.64577,0.64571,0.64572,8
2025-06-20 20:24:00,0.64573,0.64579,0.64573,0.64578,21
2025-06-20 20:25:00,0.64578,0.64584,0.64578,0.64581,13
2025-06-20 20:26:00,0.64578,0.64578,0.64566,0.64571,21
2025-06-20 20:27:00,0.6457,0.6457,0.6456,0.64562,20
2025-06-20 20:28:00,0.64562,0.64562,0.64552,0.64552,9
2025-06-20 20:29:00,0.64552,0.64557,0.64548,0.64549,35
2025-06-20 20:30:00,0.6455,0.64555,0.64534,0.64545,37
2025-06-20 20:31:00,0.64545,0.64555,0.6454,0.64555,31
2025-06-20 20:32:00,0.64555,0.64555,0.64545,0.64552,38
2025-06-20 20:33:00,0.64553,0.64553,0.64541,0.64543,35
2025-06-20 20:34:00,0.64542,0.64561,0.64542,0.64561,32
2025-06-20 20:35:00,0.6456,0.6456,0.64551,0.6456,23
2025-06-20 20:36:00,0.64559,0.64562,0.64551,0.64551,27
2025-06-20 20:37:00,0.64551,0.64551,0.64532,0.64541,31
2025-06-20 20:38:00,0.64542,0.64543,0.64536,0.64536,27
2025-06-20 20:39:00,0.64535,0.64535,0.64522,0.64525,36
2025-06-20 20:40:00,0.64526,0.64527,0.64516,0.64524,25
2025-06-20 20:41:00,0.64525,0.64529,0.64519,0.64527,38
2025-06-20 20:42:00,0.64529,0.6454,0.64528,0.64531,42
2025-06-20 20:43:00,0.64532,0.64537,0.64526,0.64528,20
2025-06-20 20:44:00,0.64529,0.64536,0.64526,0.64526,17
2025-06-20 20:45:00,0.64522,0.64538,0.64522,0.64537,17
2025-06-20 20:46:00,0.64538,0.64544,0.64538,0.6454,32
2025-06-20 20:47:00,0.64541,0.64545,0.64537,0.64538,23
2025-06-20 20:48:00,0.64537,0.64548,0.64537,0.64546,28
2025-06-20 20:49:00,0.64547,0.64554,0.64546,0.64554,19
2025-06-20 20:50:00,0.64555,0.64564,0.64554,0.64559,26
2025-06-20 20:51:00,0.64558,0.64558,0.64547,0.64547,15
