time,open,high,low,close,tick_volume
2024-03-18 04:00:00,1.08853,1.08919,1.08829,1.08876,5633
2024-03-18 08:00:00,1.08876,1.08979,1.08853,1.08939,8616
2024-03-18 12:00:00,1.08933,1.09062,1.08899,1.08922,10715
2024-03-18 16:00:00,1.08922,1.08936,1.08695,1.08725,13118
2024-03-18 20:00:00,1.08725,1.08752,1.08661,1.08721,6837
2024-03-19 00:00:00,1.08705,1.08746,1.0868,1.08694,5651
2024-03-19 04:00:00,1.08695,1.08767,1.08668,1.08707,12437
2024-03-19 08:00:00,1.08707,1.08722,1.08424,1.08476,12591
2024-03-19 12:00:00,1.08475,1.08561,1.08347,1.08518,14541
2024-03-19 16:00:00,1.08518,1.08656,1.08494,1.08635,14344
2024-03-19 20:00:00,1.08635,1.08675,1.08598,1.08656,8478
2024-03-20 00:00:00,1.08586,1.08671,1.0857,1.08645,4573
2024-03-20 04:00:00,1.08645,1.08711,1.08622,1.08667,4582
2024-03-20 08:00:00,1.08668,1.08721,1.08501,1.08522,8566
2024-03-20 12:00:00,1.08522,1.08524,1.08365,1.08423,12754
2024-03-20 16:00:00,1.08423,1.08613,1.08373,1.08607,10015
2024-03-20 20:00:00,1.08607,1.09228,1.08587,1.0922,24663
2024-03-21 00:00:00,1.0919,1.09375,1.09115,1.09335,11708
2024-03-21 04:00:00,1.09335,1.0939,1.09327,1.09331,7441
2024-03-21 08:00:00,1.09331,1.09426,1.08873,1.08918,12468
2024-03-21 12:00:00,1.08926,1.09236,1.08891,1.09116,16538
2024-03-21 16:00:00,1.09115,1.09118,1.08558,1.0861,21552
2024-03-21 20:00:00,1.0861,1.08663,1.08555,1.08597,8885
2024-03-22 00:00:00,1.08554,1.08681,1.08525,1.08652,5892
2024-03-22 04:00:00,1.08651,1.08658,1.08312,1.08333,8882
2024-03-22 08:00:00,1.08333,1.08421,1.08082,1.08118,12217
2024-03-22 12:00:00,1.08118,1.08311,1.08117,1.08265,15567
2024-03-22 16:00:00,1.08265,1.08316,1.08058,1.08058,12969
2024-03-22 20:00:00,1.08058,1.08107,1.08018,1.08081,6198
